"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Bismuth Dissolved","","0.00720","µg/l","0.00720","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Bismuth Total Recoverable","","0.00940","µg/l","0.00940","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Boron Dissolved","","3.86","µg/l","3.86","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Boron Total Recoverable","","5.59","µg/l","5.59","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Cadmium Dissolved","","0.0188","µg/l","0.0188","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Cadmium Total Recoverable","","0.022","µg/l","0.022","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","mg/L","Major Ions","Chlorine Dissolved","","0.100","mg/l","0.100","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","mg/L","Major Ions","Chlorine Total Recoverable","","0.100","mg/l","0.100","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Chromium Dissolved","","0.408","µg/l","0.408","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Chromium Total Recoverable","","0.739","µg/l","0.739","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Cobalt Dissolved","","0.301","µg/l","0.301","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Cobalt Total Recoverable","","0.365","µg/l","0.365","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","True and apparent colour are determined using platinum-cobalt colourimetric method.","3535","1","rel units","Routine","Colour True","","291","---","291","scalar","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Copper Dissolved","","0.618","µg/l","0.618","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Copper Total Recoverable","","0.868","µg/l","0.868","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Iron Dissolved","","757","µg/l","757","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Iron Total Recoverable","","1010","µg/l","1010","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Lead Dissolved","","0.362","µg/l","0.362","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Lead Total Recoverable","","0.493","µg/l","0.493","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Lithium Dissolved","","0.020","µg/l","0.020","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Lithium Total Recoverable","","0.020","µg/l","0.020","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Manganese Dissolved","","43.4","µg/l","43.4","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Manganese Total Recoverable","","47.2","µg/l","47.2","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Molybdenum Dissolved","","0.105","µg/l","0.105","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Molybdenum Total Recoverable","","0.117","µg/l","0.117","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Nickel Dissolved","","0.744","µg/l","0.744","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Nickel Total Recoverable","","0.987","µg/l","0.987","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","pH - electrometric method","389","","pH units","Routine","pH","","5.01","---","5.01","scalar","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Selenium Dissolved","","0.0400","µg/l","0.0400","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Selenium Total Recoverable","","0.100","µg/l","0.100","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","","ug/L","Minor Elements","Silver Dissolved","","0.00360","µg/l","0.00360","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
"ABS098","SM10","AB07CE0720","UNNAMED LAKE A21","56.26070000","-111.26120000","Centre","2007-08-22","14:40:00","","","07SWE02674","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","","ug/L","Minor Elements","Silver Total Recoverable","","0.00710","µg/l","0.00710","microgram per litre","","","","","","","Fieldsheet is missing, sample date/time and coding taken from lab data loaded to WDS.  ARC metals PDF missing.","","2021-02-04 09:51:43"
