"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.003","ug/L","Minor Elements","Bismuth Dissolved","","0.00300","µg/l","0.00300","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.001","ug/L","Minor Elements","Bismuth Total Recoverable","","0.00100","µg/l","0.00100","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.13","ug/L","Minor Elements","Boron Dissolved","","10.9","µg/l","10.9","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.1","ug/L","Minor Elements","Boron Total Recoverable","","11.3","µg/l","11.3","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.002","ug/L","Minor Elements","Cadmium Dissolved","","0.00200","µg/l","0.00200","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.002","ug/L","Minor Elements","Cadmium Total Recoverable","","0.002","µg/l","0.002","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Inductively coupled argon plasma (ICAP) emission spectrometry","1516","0.005","mg/L","Major Ions","Calcium Dissolved","","4.160","mg/l","4.160","milligram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.03","mg/L","Major Ions","Chlorine Dissolved","","0.140","mg/l","0.140","milligram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.04","mg/L","Major Ions","Chlorine Total Recoverable","","0.140","mg/l","0.140","milligram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.1","ug/L","Minor Elements","Chromium Dissolved","","0.100","µg/l","0.100","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.03","ug/L","Minor Elements","Chromium Total Recoverable","","0.0500","µg/l","0.0500","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.002","ug/L","Minor Elements","Cobalt Dissolved","","0.0190","µg/l","0.0190","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.002","ug/L","Minor Elements","Cobalt Total Recoverable","","0.0970","µg/l","0.0970","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","True and apparent colour are determined using platinum-cobalt colourimetric method.","3535","1","rel units","Routine","Colour True","","23","---","23","scalar","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.08","ug/L","Minor Elements","Copper Dissolved","","0.260","µg/l","0.260","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.05","ug/L","Minor Elements","Copper Total Recoverable","","0.270","µg/l","0.270","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Hydrogen-2 (Deuterium) by IRMS","571","","o/oo VSMOW","Isotopes","Hydrogen-2 (Deuterium) in Water","","-112.80","‰VSMOW","-112.80","Vienna Standard Mean Ocean Water","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.6","ug/L","Minor Elements","Iron Dissolved","","15.9","µg/l","15.9","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.7","ug/L","Minor Elements","Iron Total Recoverable","","279","µg/l","279","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.004","ug/L","Minor Elements","Lead Dissolved","","0.00400","µg/l","0.00400","microgram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.003","ug/L","Minor Elements","Lead Total Recoverable","","0.0680","µg/l","0.0680","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.02","ug/L","Minor Elements","Lithium Dissolved","","3.25","µg/l","3.25","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.05","ug/L","Minor Elements","Lithium Total Recoverable","","3.29","µg/l","3.29","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Inductively coupled argon plasma (ICAP) emission spectrometry","1516","0.01","mg/L","Major Ions","Magnesium Dissolved","","1.190","mg/l","1.190","milligram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.01","ug/L","Minor Elements","Manganese Dissolved","","0.350","µg/l","0.350","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.005","ug/L","Minor Elements","Manganese Total Recoverable","","49.6","µg/l","49.6","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Aqueous MeHg by isotope dilution, distillation, aqueous ethylation, purge and trap and ICP-MS.","3735","0.01","ng/L","Minor Elements","Methyl Mercury","","0.010","ng/L","0.010","nanogram per liter","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total mercury in water samples is analyzed by cold vapour atomic fluorescence spectrometer (CVAFS).","3737","0.06","ng/L","Minor Elements","Mercury Total","","0.62","ng/L","0.62","nanogram per liter","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.002","ug/L","Minor Elements","Molybdenum Dissolved","","0.120","µg/l","0.120","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.002","ug/L","Minor Elements","Molybdenum Total Recoverable","","0.134","µg/l","0.134","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.006","ug/L","Minor Elements","Nickel Dissolved","","0.305","µg/l","0.305","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.008","ug/L","Minor Elements","Nickel Total Recoverable","","0.412","µg/l","0.412","microgram per litre","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Oxygen-18 of water by Continuous Flow IRMS","569","","o/oo VSMOW","Isotopes","Oxygen-18 in Water","","-12.29","‰VSMOW","-12.29","Vienna Standard Mean Ocean Water","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
"ABS098","LEGEND LAKE","AB07JE0080","LEGEND LAKE","57.41220000","-112.93360000","Centre","2016-08-23","11:15:00","","","16SWE08201","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","pH - electrometric method","389","","pH units","Routine","pH","","7.44","---","7.44","scalar","","","","","","","Hg's bottles were direct filled. Very fine algae visible in water column","","2021-02-04 09:51:43"
